S.no,Title,Authors,Year,Snippets,DOI,ArticleURL
1517,Tetrodotoxin-producing bacteria from the horseshoe crab Carcinoscorpius rotundicauda.,"Attaya Kungsuwan, Tamao Noguchi, Osamu Arakawa, Usio Simidu, Kumiko Tsukamoto, Yasuo Shida, Kanehisa Hashimoto",1988,,10.2331/suisan.54.1799,http://dx.doi.org/10.2331/suisan.54.1799
1518,Toxin and toxicity identification of mangrove horseshoe crab Carcinoscorpius rotundicauda collected from South China,"Renjin Zheng, Qiumei Guan, Mi Zheng, Zongxiu Huang, Hongnan Huang, Wusheng Fu, Shouer Lin, Yan Yang",2019,,10.1016/j.toxicon.2019.02.002,http://dx.doi.org/10.1016/j.toxicon.2019.02.002
1519,Tetrodotoxin in the horseshoe crab Carcinoscorpius rotundicauda inhabiting Thailand.,"Attaya Kungsuwan, Yuji Nagashima, Tamao Noguchi, Yasuo Shida, Sunee Suvapeepan, Panthip Suwansakornkul, Kanehisa Hashimoto",1987,,10.2331/suisan.53.261,http://dx.doi.org/10.2331/suisan.53.261
1520,"Green Eggs and Sand: A Collaborative Effort of Scientists, Teachers, Resource Managers, and Stakeholders in Educating About Limulus polyphemus","Katy O’Connell, Cindy Etgen, Gary Kreamer, Michael Oates",2009,,10.1007/978-0-387-89959-6_39,http://dx.doi.org/10.1007/978-0-387-89959-6_39
1521,Reproductive tactics and mating contexts affect sperm traits in horseshoe crabs (Limulus polyphemus),"Daniel A. Sasson, Sheri L. Johnson, H. Jane Brockmann",2015,,10.1007/s00265-015-1989-7,http://dx.doi.org/10.1007/s00265-015-1989-7
1522,"A Timetable for Replacing, Reducing and Refining Animal use with the Help of in Vitro Tests: The Limulus Amebocyte Lysate Test (LAL) as an Example",Oliver Flint,1994,,10.1002/9783527616053.ch4,http://dx.doi.org/10.1002/9783527616053.ch4
1523,Evaluation of absorption with Limulus amebocyte lysate to remove contaminating endotoxin from interferon and lymphokine preparations,"A. Biondi, S. Landolfo, D. Fumaroa, N. Polentarutti, M. Introna, A. Mantovani",1984,,10.1016/0022-1759(84)90253-9,http://dx.doi.org/10.1016/0022-1759(84)90253-9
1524,Pre-sampling contamination of filters used in measurements of airborne (1 → 3)-β-d-glucan based on glucan-specific Limulus amebocyte lysate assay,"Elizabeth S. Shogren, Ju-Hyeong Park",2011,,10.1039/c0em00495b,http://dx.doi.org/10.1039/c0em00495b
1525,"The action of putative transmitters and related compounds on neurones in the abdominal ganglia of the horse-shoe crab, Limulus polyphemus","R.J. Walker, Victoria A. James",1978,,10.1016/0028-3908(78)90091-6,http://dx.doi.org/10.1016/0028-3908(78)90091-6
1526,Sallow-skin horseshoe crabs (late juvenile <i>Tachypleus tridentatus</i>) as osmoconformers,"Yongyan Liao, Chang-Po Chen, Hwey-Lian Hsieh, Yucheng Cao, Jiejun Chen",2011,Sallow-skin horseshoe crabs (late juvenile,10.1017/s0025315411001196,http://dx.doi.org/10.1017/s0025315411001196
1527,"Keragaman genetik mimi (Carcinoscorpius rotundicauda dan Tachypleus gigas) di perairan Demak, Madura dan Balikpapan berdasarkan penanda Random Amplified Polymorphic DNA","NAILA KHURIL AINI, ALI MASHAR, Hawis H. MADDUPPA, YUSLI WARDIATNO",2020,,10.29244/jpsl.10.1.124-137,http://dx.doi.org/10.29244/jpsl.10.1.124-137
1528,"The importance of predation by horseshoe crabs, &lt;I&gt;Limulus polyphemus&lt;/I&gt;, to an intertidal sand flat community",Mark L. Botton,1984,,10.1357/002224084788506086,http://dx.doi.org/10.1357/002224084788506086
1529,A study on limulus amebocyte lysate (LAL) reactive material derived from dialyzers,"Toshiharu Yoshioka, Keiichi Ikegami, Katsumi Ikemura, Shigeru Shiono, Masaaki Uenishi, Hisashi Sugimoto, Tsuyoshi Sugimoto",1989,,10.1007/bf02471564,http://dx.doi.org/10.1007/bf02471564
1530,Stable isotope and pen feeding trial studies confirm the value of horseshoe crab <i>Limulus polyphemus</i> eggs to spring migrant shorebirds in Delaware Bay,"G. Michael Haramis, William A. Link, Peter C. Osenton, David B. Carter, Richard G. Weber, Nigel A. Clark, Mark A. Teece, David S. Mizrahi",2007,We used stable isotope (SI) methods in combination with pen feeding trials to determine the importance of eggs of the Atlantic horseshoe crab,10.1111/j.0908-8857.2007.03898.x,http://dx.doi.org/10.1111/j.0908-8857.2007.03898.x
1531,"α2-Macroglobulin does not function as a C3 homologue in the plasma hemolytic system of the American horseshoe crab, Limulus",P Armstrong,1998,,10.1016/s0161-5890(98)00007-8,http://dx.doi.org/10.1016/s0161-5890(98)00007-8
1532,"Body size, morphological constraints, and mated pair formation in four populations of horseshoe crabs (Limulus polyphemus) along a geographic cline","M. L. Botton, R. E. Loveland",1992,,10.1007/bf00356286,http://dx.doi.org/10.1007/bf00356286
1533,Tachypleus tridentatus Hemocyanin,"Takashi TAKAGI, Takayuki NEMOTO",1980,,10.1093/oxfordjournals.jbchem.a132923,http://dx.doi.org/10.1093/oxfordjournals.jbchem.a132923
1534,<i>The King Crab</i> (Limulus Polyphemus) <i>found on the English Coast</i>,J.E. Gray,1862,,10.1080/00222936208681346,http://dx.doi.org/10.1080/00222936208681346
1535,"Preliminary Studies of Energy and Protein Requirements of Atlantic Horseshoe Crabs, Limulus polyphemus, Grown in Captivity","Tal Tzafrir-Prag, Martin P. Schreibman, Ingrid Lupatsch, Chester B. Zarnoch",2010,,10.1111/j.1749-7345.2010.00430.x,http://dx.doi.org/10.1111/j.1749-7345.2010.00430.x
1536,A Long-Term Study of Spawning Activity in a Florida Gulf Coast Population of Horseshoe Crabs (Limulus polyphemus),"H. Jane Brockmann, Sheri L. Johnson",2011,,10.1007/s12237-011-9419-1,http://dx.doi.org/10.1007/s12237-011-9419-1
1537,"Bioaccumulation of Heavy Metals in Horseshoe Crabs (Tachypleus gigas) from Pekan, Pahang, Malaysia","B.Y. Kamaruzzam, B. Akbar John, M.H. Aqilah Megat, K. Zaleha",2011,,10.3923/rjet.2011.222.228,http://dx.doi.org/10.3923/rjet.2011.222.228
1538,"Influence of environmental variability on the body condition of the mangrove horseshoe crab Carcinoscorpius rotundicauda from Banyuasin Estuarine, South Sumatra, Indonesia","Nita P. Sari, Noviantrio Gulo, Miftahun Najah, Fauziyah .",2020,"The body conditions indices were useful to determine an individual's well-being, and favorable food availability indicating a good environmental condition. The conditions of the mangrove horseshoe crab (Carcinoscorpius rotundicauda) might be related to several environmental parameters. The study's aim was to analyze the key environmental parameters affecting the body condition of C. rotundicauda found in Banyuasin Estuary Waters. The sampling was conducted in July 2019 in Banyuasin Estuary Waters.  The data of weight and prosomal width for C. rotundicauda were used to estimate the body conditions indices (relative condition factor). While the environmental parameters data were recorded for each sampling site. The backward stepwise regression was used to determine the key environmental parameters affecting the body condition indices. The best-fitted model (adjusted R2 = 91.9%; F = 60.102; p < 0.05) indicated several environmental parameters (salinity, pH, seafloor temperature, clay and silt contents) significantly affecting the body condition indices. Changes in the key environmental parameters could generate changes in the availability of favorable food for C. rotundicauda. The result also can be used as baseline data for determining the marine conservation areas as well as horseshoe crab management plan.",10.37828/em.2020.30.3,http://dx.doi.org/10.37828/em.2020.30.3
1539,"The Beneficial Effects of Edible Kynurenic Acid from Marine Horseshoe Crab (Tachypleus tridentatus) on Obesity, Hyperlipidemia, and Gut Microbiota in High-Fat Diet-Fed Mice","Jian Li, Yaqi Zhang, Shen Yang, Zhenhua Lu, Guiling Li, Shangyi Wu, Da-Ren Wu, Jingwen Liu, Bo Zhou, Hui-Min David Wang, Shi-Ying Huang",2021,"The marine horseshoe crab (Tachypleus tridentatus) has been considered as food and traditional medicine for many years. Kynurenic acid (KA) was isolated from horseshoe crab in this study for the first time in the world. A previous study in 2018 reported that intraperitoneal administration of KA prevented high-fat diet- (HFD-) induced body weight gain. Now, we investigated the effects of intragastric gavage of KA on HFD mice and found that KA (5 mg/kg/day) inhibited both the body weight gain and the increase of average daily energy intake. KA reduced serum triglyceride and increased serum high-density lipoprotein cholesterol. KA inhibited HFD-induced the increases of serum low-density lipoprotein cholesterol, coronary artery risk index, and atherosclerosis index. KA also suppressed HFD-induced the increase of the ratio of Firmicutes to Bacteroidetes (two dominant gut microbial phyla). KA partially reversed HFD-induced the changes in the composition of gut microbial genera. These overall effects of KA on HFD mice were similar to that of simvastatin (positive control). But the effects of 1.25 mg/kg/day KA on HFD-caused hyperlipidemia were similar to the effects of 5 mg/kg/day simvastatin. The pattern of relative abundance in 40 key genera of gut microbiota from KA group was closer to that from the normal group than that from the simvastatin group. In addition, our in vitro results showed the potential antioxidant activity of KA, which suggests that the improvement effects of KA on HFD mice may be partially associated with antioxidant activity of KA. Our findings demonstrate the potential role of KA as a functional food ingredient for the treatment of obesity and hyperlipidemia as well as the modulation of gut microbiota.",10.1155/2021/8874503,http://dx.doi.org/10.1155/2021/8874503
1540,Detection of Endotoxiuria in Polycystic Kidney Disease Patients by the Use of the Limulus Amebocyte Lysate Assay,"Marcia A. Miller, Richard B. Prior, Frederick J. Horvath, J. Thomas Hjelle",1990,,10.1016/s0272-6386(12)80508-7,http://dx.doi.org/10.1016/s0272-6386(12)80508-7
1541,Activity in the Limulus amebocyte lysate assay and induction of tumor necrosis factor-α by diverse Helicobacter pylori lipopolysaccharide preparations,"S. Pece, D. Fumarola, G. Giuliani, E. Jirillo, A.P. Moran",1995,"Different chemically characterized H. pylori LPS preparations, such as smooth (S)- and rough (R)-form LPS, a completely dephosphorylated R-LPS, and three lipid A chemotypes, from the S- and R- form LPS (S- and R-lipid A) as well as a dephosphorylated derivative of S-lipid A, respectively, were evaluated for expression of potency in a quantitative chromogenic Limulus amebocyte (CLAL) lysate assay and for release of tumor necrosis factor-α (TNF-α) from activated human mononuclear cells. As far as the CLAL activity is concerned, no statistically significant differences could be observed between S- and R-LPS. Dephosphorylation of both R-LPS and S-lipid A caused a significant decrease of CLAL activity. In general terms, all the lipid A chemotypes were significantly less effective than the native LPS molecule and, in particular, R-lipid A expressed the lowest Limulus activity of all preparations. With regard to TNF-α release, R-LPS was the most potent inducer of this cytokine, even though its dephosphorylation reduced activity. In conclusion, the results show that phosphate groups influence both CLAL activity and, to a lesser extent, TNF-α release, and that the core oligosaccharide synergically cooperates with lipid A for the production of this cytokine, being, however, not essential for the expression of CLAL activity. Furthermore, preliminary structural data show that H. pylori D-glucosamine disaccharide backbone, besides being underphosphorylated at position 4', is also characterized by a reduced number of acyloxyacyl residues in comparison with enterobacterial lipid A. These findings, besides providing useful information on the structure-bioactivity relationships within H. pylori LPS, further support the evidence that this non-invasive, slow bacterium possesses the ability to modulate the local cellular immune response via LPS and related inflammatory cytokines.",10.1177/096805199600200609,http://dx.doi.org/10.1177/096805199600200609
1542,Utilization of a chromogenic Limulus amebocyte lysate blood assay in a multi-center study of sepsis,"P.A. Ketchum, J. Parsonnet, L.S. Stotts, T.J. Novitsky, B. Schlain, D.W. Bates, AMCC SEPSIS Project",1997,"We conducted a prospective study of a chromogenic LAL assay in 346 patients with sepsis syndrome, as defined by a modification of the Bone criteria, and 131 healthy volunteers at eight member centers of the Academic Medical College Consortium (AMCC). We identified patients with endotoxemia (> 0.40 EU/ml) by measuring LAL-reactive material in whole blood, extracted by the Tamura nitric acid method, with the chromogenic LAL (Pyrochrome®) assay. The mean result in sepsis patients with detectable endotoxemia (n = 241) was 1.07 ± 1.57 EU/ml, and the mean result in 131 volunteers was 0.151 ± 0.113 EU/ml, with 73% of the volunteers' results falling below the detectable limit. The average incidence of endotoxemia in sepsis patients was 33%, but varied 2.7-fold among the clinical centers (range 16-44%). Assay results were repeatable when samples tested frozen at the clinical sites were compared to results on frozen samples tested at Associates of Cape Cod, Inc. (ACC). Multiple samples were obtained from 40 patients at 18-24 h interval(s). Fourteen multidraw patients (35%) were endotoxemic at one or more draw(s) and eight of these patients had two or more draws with endotoxin levels > 1.0 EU/ml. The presence of sulfa drugs gave false positive results in two patient samples. A positive LAL test did not correlate with culture-proven bacterial infection and did not significantly correlate with mortality. There was a correlation ( P = 0.014) between a patient having a positive LAL test and the presence of a fungal infection when mixed fungal and bacterial infections were included. There was no correlation with a positive LAL test when only a fungal infection was present (P = 0.425) or when only a fungal and a Gram-positive infection was present ( P = 0.087).",10.1177/096805199700400102,http://dx.doi.org/10.1177/096805199700400102
1543,Detection of lipoplysaccharide in the picogram range of tissue culture media by a kinetic chromogenic limulus amebocyte lysate assay,"M. R. pedersen, E.W. Hansen, J. D. Christensen",1994,,10.1111/j.1365-2710.1994.tb00671.x,http://dx.doi.org/10.1111/j.1365-2710.1994.tb00671.x
1544,"A Novel Micromethod for the Limulus Amebocyte Lysate (LAL) Assay for Endotoxin, Based on Hydrostatic Pressure","I. Neeman, M. Mittelman, S. L. Gaffin",1983,,10.1007/978-3-642-69083-9_62,http://dx.doi.org/10.1007/978-3-642-69083-9_62
1545,A REVIEW OF THE PARTICULATE NATURE OF LIPOPOLYSACCHARIDE AND ITS MEASUREMENT BY THE<i>LIMULUS</i>AMEBOCYTE LYSATE TEST,"M. J. GOULD, M. E. DAWSON, T. J. NOVITSKY",1991,,10.1080/02726359108906577,http://dx.doi.org/10.1080/02726359108906577
1546,Limulus Amebocyte Lysate Testing: Adapting It for Determination of Bacterial Endotoxin in 99mTc-Labeled Radiopharmaceuticals at a Hospital Radiopharmacy,"A. Mitra, S. Joshi, C. Arjun, S. Kulkarni, R. Rajan",2014,,10.2967/jnmt.114.146779,http://dx.doi.org/10.2967/jnmt.114.146779
1547,Endotoxin evaluation of eleven lipopolysaccharides by whole blood assay does not always correlate with &lt;I&gt;Limulus&lt;/I&gt; amebocyte lysate assay,"Oliver Dehus, Thomas Hartung, Corinna Hermann",2006,,10.1179/096805106x102156,http://dx.doi.org/10.1179/096805106x102156
1548,"Re article “Evaluation of limulus amebocyte lysate and recombinant endotoxin alternative assays for an assessment of endotoxin detection specificity”, published in European Journal of Pharmaceutical Sciences 159 (2021) 105716",Martin Brandl,2021,,10.1016/j.ejps.2021.105877,http://dx.doi.org/10.1016/j.ejps.2021.105877
1549,Bacterial lipopolysaccharides and mycoplasmal lipoglycans: A comparison between their abilities to induce macrophage-mediated tumor cell killing and Limulus amebocyte lysate clotting,"J.Brice Weinberg, Paul F. Smith, Itzhak Kahane",1980,,10.1016/0006-291x(80)90290-9,http://dx.doi.org/10.1016/0006-291x(80)90290-9
1550,Application of quartz tuning forks for detection of endotoxins and Gram-negative bacterial cells by monitoring of Limulus Amebocyte Lysate coagulation,"Andrzej Chałupniak, Karol Waszczuk, Katarzyna Hałubek-Głuchowska, Tomasz Piasecki, Teodor Gotszalk, Jacek Rybka",2014,,10.1016/j.bios.2014.02.048,http://dx.doi.org/10.1016/j.bios.2014.02.048
1551,Is Endotoxemia in Stable Hemodialysis Patients an Artefact? Limitations of the Limulus Amebocyte Lysate Assay and Role of (1→3)-β-D Glucan,"Jonathan Wong, Yonglong Zhang, Ashish Patidar, Enric Vilar, Malcolm Finkelman, Ken Farrington",2016,,10.1371/journal.pone.0164978,http://dx.doi.org/10.1371/journal.pone.0164978
1552,A RAPID METHOD TO PRODUCE A SENSITIVE <i>LIMULUS AMOEBOCYTE LYSATE</i> (LAL),"MICHAEL TVEDE, LEIF BAEK",1983,An improved method for preparing,10.1111/j.1699-0463.1983.tb00002.x,http://dx.doi.org/10.1111/j.1699-0463.1983.tb00002.x
1553,Proximate Causes of Sexual Size Dimorphism in Horseshoe Crabs (<i>Limulus polyphemus</i>) of the Delaware Bay,"David R. Smith, Mary T. Mandt, Peter D. M. MacDonald",2009,,10.2983/035.028.0225,http://dx.doi.org/10.2983/035.028.0225
1554,"Spawning densities, egg densities, size structure, and movement patterns of spawning horseshoe crabs,Limulus polyphemus, within four coastal embayments on Cape Cod, Massachusetts","M. J. James-Pirri, K. Tuxbury, S. Marino, S. Koch",2005,,10.1007/bf02732863,http://dx.doi.org/10.1007/bf02732863
1555,Revised systematics of Palaeozoic ‘horseshoe crabs’ and the myth of monophyletic Xiphosura (project),C Lamsdell,2014,,10.7934/p724,http://dx.doi.org/10.7934/p724
1556,Discrimination between endotoxin and (1.RAR.3)-.BETA.-D-glucan using turbidimetric kinetic assay with Limulus amebocyte lysate.,"Masakazu TSUCHIYA, Haruki OISHI, Aya TAKAOKA, Masaji HUSAMOTO, Shuji MATSUURA",1990,,10.1248/cpb.38.2523,http://dx.doi.org/10.1248/cpb.38.2523
1557,Experimental application of a synthetic luminescent substrate assay using endotoxin-specific limulus amebocyte lysate to human blood,"Chiaki Onodera, Gaku Takahashi, Shigenori Kan, Tatsuyori Shozushima, Naoya Matsumoto, Katsuya Inada, Shigeatsu Endo",2012,,10.1007/s10156-012-0409-4,http://dx.doi.org/10.1007/s10156-012-0409-4
1558,Airborne Endotoxin from Indoor and Outdoor Environments: Effect of Sample Dilution on the Kinetic<i>Limulus</i>Amebocyte Lysate (LAL) Assay,Robert S. Dungan,2011,,10.1080/15459624.2011.555256,http://dx.doi.org/10.1080/15459624.2011.555256
1559,Simplified preparation of crude and functional coagulogen by thermal inactivation of serine proteases in Limulus amebocyte lysate and its application for rapid endotoxin determination,"Katsumi Yabusaki, Hideki Aoyagi",2012,,10.1016/j.jbiosc.2011.11.002,http://dx.doi.org/10.1016/j.jbiosc.2011.11.002
1560,Relative Importance of Membrane Limulus Amebocyte Lysate-Reactive Material and Ethylene Oxide in Hypersensitivity Reactions,Frederick C. Pearson,2015,,10.1159/000414622,http://dx.doi.org/10.1159/000414622
1561,Tachypleus syriacus (Woodward)—a sexually dimorphic Cretaceous crown limulid reveals underestimated horseshoe crab divergence times,"James C. Lamsdell, Scott C. McKenzie",2015,,10.1007/s13127-015-0229-3,http://dx.doi.org/10.1007/s13127-015-0229-3
1562,"Discussion on Key Factors of Restoration of Juvenile Tachypleus tridentatus (Leach, 1819) in Chingluo Wetland of Penghu, Taiwan",温柔 陈,2023,,10.12677/ije.2023.121009,http://dx.doi.org/10.12677/ije.2023.121009
1563,Intralaboratory validation of kinetic chromogenic Limulus amebocyte lysate assay for bacterial endotoxin determination in anti-bothropic serum,"Fernando F. Fingola, Sheila R.G. Albertino, Shirley de M.P. Abrantes, Helena P.S. Zamith",2013,,10.1016/j.jpba.2013.06.034,http://dx.doi.org/10.1016/j.jpba.2013.06.034
1564,The diagnostic value of amniotic fluid Gram stain examination and limulus amebocyte lysate assay in patients with preterm birth,"Yenon Hazan, Moshe Mazor, Shulamith Horowitz, Joseph Reuben Leiberman, Marek Glezerman",1995,The purpose of this study was to determine the value of Gram stain examination and Limulus amebocyte lysate (LAL) test in the detection of intraamniotic infection. Ninety women with preterm labor and intact membranes (,10.3109/00016349509024449,http://dx.doi.org/10.3109/00016349509024449
1565,Transcriptomic Signature of Horseshoe Crab Carcinoscorpius rotundicauda Hemocytes’ Response to Lipopolysaccharides,"Maria E. Sarmiento, Kai Ling Chin, Nyok-Sean Lau, Noraznawati Ismail, Mohd Nor Norazmi, Armando Acosta, Nik Soriani Yaacob",2022,"Carcinoscorpius rotundicauda (C. rotundicauda) is one of the four species of horseshoe crabs (HSCs). The HSC hemocytes store defense molecules that are released upon encountering invading pathogens. The HSCs rely on this innate immunity to continue its existence as a living fossil for more than 480 million years. To gain insight into the innate mechanisms involved, transcriptomic analysis was performed on isolated C. rotundicauda hemocytes challenged with lipopolysaccharides (LPS), the main components of the outer cell membrane of gram-negative bacteria. RNA-sequencing with Illumina HiSeq platform resulted in 232,628,086 and 245,448,176 raw reads corresponding to 190,326,253 and 201,180,020 high-quality mappable reads from control and LPS-stimulated hemocytes, respectively. Following LPS-stimulation, 79 genes were significantly upregulated and 265 genes were downregulated. The differentially expressed genes (DEGs) were related to multiple immune functional categories and pathways such as those of the cytoskeleton, Toll and Imd, apoptosis, MAP kinase (MAPK), inositol phosphate metabolism, phagosome, leucocyte endothelial migration, and gram-negative bacterial infection, among others. This study provides important information about the mechanisms of response to LPS, which is relevant for the understanding the HSCs’ immune response.",10.3390/cimb44120399,http://dx.doi.org/10.3390/cimb44120399
1566,Microbiome shifts associated with the introduction of wild Atlantic horseshoe crabs (<i>Limulus polyphemus</i>) into a touch-tank exhibit,"Ariel D. Friel, Sean A. Neiswenter, Cale O. Seymour, Lauren Rose Bali, Ginger McNamara, Fabian Leija, Jack Jewell, Brian P. Hedlund",2020,Abstract: The Atlantic horseshoe crab (,10.1101/2020.02.27.968784,http://dx.doi.org/10.1101/2020.02.27.968784
1567,Determination of endotoxin in injectable antibiotic preparations by the chromogenic assay method using a Limulus reagent (Tachypleus hemocyte lysate) and a chromogenic substrate,"S Yano, Y Hotta, S Takahashi",1986,"The effects of 50 antibiotics on the detection and determination of bacterial endotoxins by the chromogenic method using a Limulus reagent (Tachypleus hemocyte lysate) and a chromogenic substrate of p-nitroaniline derivatives were tested, and the antibiotic concentration for 50% inhibition of the chromogenic reaction in the presence of 0.5 ng of endotoxin (Escherichia coli 0111:B4) per ml was estimated. All the antibiotic preparations were depyrogenized by ultrafiltration treatment before they were subjected to the test. The reaction was conducted in the presence of a high concentration (0.5 M) of Tris buffer to constantly maintain the pH of the reaction mixture, and liberated p-nitroaniline was determined by high-pressure liquid chromatography. Several aminoglycosides (amikacin, bekanamycin, kanamycin, and streptomycin sulfate), bleomycin hydrochloride, and fosfomycin disodium showed no inhibition of the reaction up to 20 mg/ml. However, other antibiotics, including penicillins, cephalosporins, macrolides, and tetracyclines, inhibited the reaction concentration dependently. Polymyxin B sulfate was the most potent inhibitor, with less than 8 micrograms/ml for 50% inhibition. It was concluded that the chromogenic method can be applied to the detection and determination of endotoxin in most of the antibiotic preparations. An application of this method to carbenicillin disodium preparations was exemplified.",10.1128/jcm.23.1.11-16.1986,http://dx.doi.org/10.1128/jcm.23.1.11-16.1986
1568,"Development of the nervous system in the ""head"" of Limulus polyphemus (Chelicerata: Xiphosura): morphological evidence for a correspondence between the segments of the chelicerae and of the (first) antennae of Mandibulata","Beate Mittmann, Gerhard Scholtz",2002,,10.1007/s00427-002-0285-5,http://dx.doi.org/10.1007/s00427-002-0285-5
1569,Limulus polyphemus. Life Sciences,,1965,,10.1016/0024-3205(65)90300-0,http://dx.doi.org/10.1016/0024-3205(65)90300-0
1570,Detection of lipopolysaccharide in hemoglobin‐vesicles by Limulus amebocyte lysate test with kinetic–turbidimetric gel clotting analysis and pretreatment of surfactant,"Hiromi Sakai, Shuji Hisamoto, Ippei Fukutomi, Keitaro Sou, Shinji Takeoka, Eishun Tsuchida",2004,,10.1002/jps.10525,http://dx.doi.org/10.1002/jps.10525
1571,"The morphometric variability of the mangrove horseshoe crab (Carcinoscorpius rotundicauda) from Banyuasin estuarine of South Sumatra, Indonesia","Fauziyah ., Wike A.E. Putri, Anna I.S. Purwiyanto, Fitri Agustriani, Apon Z. Mustopa, Fatimah .",2019,"The allometric analysis was applied to record the morphometric variability in different sex of the mangrove horseshoe crab (Carcinoscorpius rotundicauda) collected from Banyuasin estuarine of  South Sumatra, Indonesia during July 2019.  The body parameter measurement of body weight (BW), total length (TL), prosoma width (PW), carapace length (CL), and telson length (TL) were recorded then pooled refer to the sex. The differences in each body parameter between the males and females were observed through the Student's t-test. The length/width-weight relationship for both sexes was analyzed using the power equations while the width/length-length relationship was analyzed using the linear equations. The Student’s t-test was used to determine significant differences from the isometric value. The females of C. rotundicauda were significantly heavier and larger in size than males except for telson length (p < 0.05). Both sexes revealed a negative allometric growth for the TL/CL-BW relationships while the males indicated a negative allometric growth but the females indicated an isometric growth for the PW-BW relationships. Both sexes also indicated the isometric growth for the CL-PW relationship. The TL-PW/TEL relationship also revealed a negative allometric growth for both sexes. The study results were expected to be used as baseline data for the horseshoe crab management plan and action.",10.37828/em.2019.24.7,http://dx.doi.org/10.37828/em.2019.24.7
1572,Tetrodotoxin as a Toxic Principle in the Horseshoe Crab Carcinoscorpius rotundicauda Collected from Bangladesh,"Mohosena Begum TANU, Tamao NOGUCHI",1999,,10.3358/shokueishi.40.6_426,http://dx.doi.org/10.3358/shokueishi.40.6_426
1573,Evaluation of Recombinant Cascade Reagent PyroSmart NextGen&lt;sup&gt;®&lt;/sup&gt; and Limulus Amebocyte Lysate Equivalency in a Plate and Tube Reader for Bacterial Endotoxins Testing,"Madeline Kelley, Ingrid Stevens, Nathaniel Marchessault, Junko Akiyoshi, Edwin G. Jahngen",2023,,10.1248/bpbreports.6.1_11,http://dx.doi.org/10.1248/bpbreports.6.1_11
1574,Endotoxin Case Study: Interference of Nanoparticles with the Traditional Limulus Amebocyte Lysate Gel Clot Assay,"Melanie Kucki, Christian Cavelius, Annette Kraegeloh",2016,,10.1142/9789813140431_0008,http://dx.doi.org/10.1142/9789813140431_0008
1575,Is the Limulus Amebocyte Lysate the Sole Predictor of Septic Episodes in Major Thermal Injuries?,"J. P. Heggers, R. Goodheart, E. Carino, L. McCoy, R. J. Ramirez, C. Maness",1998,,10.1097/00004630-199811000-00009,http://dx.doi.org/10.1097/00004630-199811000-00009
1576,Tachypleus tridentatus: World Conservation Monitoring Centre,,1996,,10.2305/iucn.uk.1996.rlts.t21309a9267047.en,http://dx.doi.org/10.2305/iucn.uk.1996.rlts.t21309a9267047.en
1577,Studies on the Gelation Reaction of Limulus Lysate (Pre-gel). V. Purification of the Inhibitory Substances of the Gelation Reaction of Limulus Lysate from Human Plasma,"MASAYOSHI KOBAYASHI, MASAAKI YAMAMOTO",1980,,10.1248/yakushi1947.100.5_500,http://dx.doi.org/10.1248/yakushi1947.100.5_500
1578,"Beitr�ge zur Embryonalentwicklung vonLimulus Polyphemus L. (Chelicerata, Xiphosura)",G�nter Scholl,1976,,10.1007/bf00995521,http://dx.doi.org/10.1007/bf00995521
1579,"Horseshoe crabs (Limulus polyphemus) in an urban estuary (Jamaica Bay, New York) and the potential for ecological restoration","Mark L. Botton, Robert E. Loveland, John T. Tanacredi, Tomio Itow",2006,,10.1007/bf02786533,http://dx.doi.org/10.1007/bf02786533
1580,Mortality in female horseshoe crabs (<i>Limulus polyphemus</i>) from biomedical bleeding and handling: implications for fisheries management,"A.S. Leschen, S.J. Correia",2010,,10.1080/10236241003786873,http://dx.doi.org/10.1080/10236241003786873
1581,A new haemagglutinin from the amoebocytes of the horseshoe crab <i>Carcinoscorpius rotundicauda</i>. Purification and role in cellular aggregation,"S Srimal, D T Dorai, M Somasundaran, B K Bachhawat, T Miyata",1985,"The present paper describes the purification and function of a haemagglutinin from the amoebocyte lysate of the horseshoe crab Carcinoscorpius rotundicauda. The purified protein consisted of a single subunit of Mr 24 000 and agglutinated human blood-group-A+ erythrocytes. Its haemagglutinin activity was inhibited by purified lysate, coagulogen, but not by sugars. The haemagglutinin differed immunologically and in activity from the sialic-acid-binding lectin carcinoscorpin present in the haemolymph. It caused aggregation of forma-fixed amoebocytes, and on the basis of this observation its role in cell-cell adhesion is proposed. This new haemagglutinin promotes cell-cell aggregation in amoebocytes in a manner that shares some similarities with thrombospondin-mediated platelet aggregation in vertebrates [Jaffe, Leuang, Nachman, Levin & Moseher (1981) Nature (London) 295, 246-248].",10.1042/bj2300321,http://dx.doi.org/10.1042/bj2300321
1582,Anatomical and Histological Observations of the Heart of Tachypleus tridentatus,Takeshi Kochi,1935,,10.4044/joma1889.47.4_992,http://dx.doi.org/10.4044/joma1889.47.4_992
1583,"Fatty Oils of Aquatic Inver tebrates. XIII-XIV. XIII. Fat from Horseshoe-crab, Taehypeus tridentatus Leach","Yoshiyuki Toyama, Toru Takagi, Tatsuo Tanaka",1956,,10.1246/nikkashi1948.77.754,http://dx.doi.org/10.1246/nikkashi1948.77.754
1584,Comparative time courses of inorganic and organic osmolyte accumulation as horseshoe crabs (Limulus polyphemus) adapt to high salinity,"Julia Dragolovich, Sidney K. Pierce",1992,,10.1016/0300-9629(92)90015-i,http://dx.doi.org/10.1016/0300-9629(92)90015-i
